0,1,2,3,4,5,6,7,8,9,Unnamed: 0,Species,dataset,numSamples,LandCover,Tool,Sensor,Site,Year,Al_area_mg_cm2,Al_mass_mg_g,Anth_area_ug_cm2,Anth_mass_mg_g,Boron_area_mg_cm2,Boron_mass_mg_g,C_area_mg_cm2,C_mass_mg_g,Ca_area_mg_cm2,Ca_mass_mg_g,Car_area_ug_cm2,Car_mass_mg_g,Cellulose_mg_cm2,Cellulose_mg_g,Chl_area_ug_cm2,Chl_mass_mg_g,Cu_area_mg_cm2,Cu_mass_mg_g,EWT_mg_cm2,Fiber_mg_cm2,Fiber_mg_g,Flavonoids_area_mg_cm2,Flavonoids_mass_mg_g,Iron_area_mg_cm2,Iron_mass_mg_g,LAI_m2_m2,LMA_g_m2,LDMC_g_g,LWC%,Lignin_mg_cm2,Lignin_mg_g,Mg_area_mg_cm2,Mg_mass_mg_g,Mn_area_mg_cm2,Mn_mass_mg_g,N_area_mg_cm2,N_mass_mg_g,NSC_mg_cm2,NSC_mg_g,Phenolics_area_mg_cm2,Phenolics_mass_mg_g,P_area_mg_cm2,P_mass_mg_g,Potassium_area_mg_cm2,Potassium_mass_mg_g,Protein_g_m2,RWC%,Starch_area_mg_cm2,Starch_mass_mg_g,Sugar_area_mg_cm2,Sugar_mass_mg_g,S_area_mg_cm2,S_mass_mg_g,Zn _area_mg_cm2,Zn_mass_mg_g,Latitude,Longitude,bio_1,bio_12,bio_13-14,bio_15,bio_4,bio_7,clay_15-30cm_mean_0.01_deg,nitrogen_15-30cm_mean_0.01_deg,sand_15-30cm_mean_0.01_deg,soc_15-30cm_mean_0.01_deg
0.0011390138,1.2340955e-05,-0.0029488124,-0.000955245,0.2658381,9.967468e-05,-0.00048017735,-0.21592599,-0.0013825805,0.0007489783,10,Carrex riparia,1,73,Grassland,Proximal,SVC HR-1024TM,"PapenIn, Belgium",2016.0,,,,,,,,,0.013190039,1.900811359,,,,,27.63801383,3.98290341,,,13.13238061,,,,,,,,69.39162461,0.345721425,65.42785755,,,0.008250284,1.188945233,,,0.101204548,14.584548,,,,,,,,,,,,,,,,,,,50.957775,5.025824,10.556389,770.61334,24.093334,12.756272,583.68134,23.116001,185.0,137.0,260.0,122.0
-0.0023856298,-0.0031788899,0.0031032753,-0.0009477183,-1.2575028,0.00034534797,0.0003874821,0.07923704,0.00055694184,1.1619413e-06,11,Cirsium arvense,1,73,Grassland,Proximal,ASD FieldSpec 3,"BattN, Belgium",2016.0,,,,,,,,,0.275347303,42.85818423,,,,,26.52690577,4.128949149,,,26.59206829,,,,,,,,64.24614305,0.194586912,80.54130882,,,0.015379224,2.393797217,,,0.1525836,23.749846,,,,,,,,,,,,,,,,,,,51.060832,4.429857,10.275092,780.9378,25.266666,12.621699,546.30566,22.2,,,,
-0.003849605,-0.004422334,0.004033769,-0.0010650095,-1.5513079,0.00053260074,0.0017886797,0.4328836,0.000971006,-0.00036381694,12,Cirsium arvense,1,73,Grassland,Proximal,ASD FieldSpec 3,"BattSD, Belgium",2016.0,,,,,,,,,0.372996808,42.3108871,,,,,36.39925699,4.128949149,,,33.70172794,,,,,,,,88.15622491,0.207341765,79.26582348,,,0.01763871,2.000846774,,,0.187639432,21.284876,,,,,,,,,,,,,,,,,,,51.050452,4.432147,10.275092,780.9378,25.266666,12.621699,546.30566,22.2,,,,
2.04604e-05,0.00067248335,-0.00013265153,-0.0013832669,0.40309346,-0.001973682,0.0004504691,0.416402,0.0014906545,-0.00065879704,13,Cirsium oleraceum,1,73,Grassland,Proximal,ASD FieldSpec 3,"BattN, Belgium",2016.0,,,,,,,,,0.072642543,24.22124249,,,,,30.0367018,10.01515375,,,17.79641736,,,,,,,,29.9912538,0.144219625,85.57803748,,,0.003823674,1.27492986,,,0.093848577,31.291982,,,,,,,,,,,,,,,,,,,51.060832,4.429857,10.275092,780.9378,25.266666,12.621699,546.30566,22.2,,,,
-2.4794426e-05,0.0008205641,-0.0026954992,-0.0040524006,-0.334808,-0.0012181958,-0.0001951512,0.18224707,0.0007780188,-0.00023388403,14,Cirsium oleraceum,1,73,Grassland,Proximal,ASD FieldSpec 3,"BattSD, Belgium",2016.0,,,,,,,,,0.069664046,22.98705179,,,,,29.73668941,9.812218154,,,17.49557847,,,,,,,,30.30577688,0.147644677,85.23553234,,,0.003711371,1.224641434,,,0.091056561,30.045942,,,,,,,,,,,,,,,,,,,51.050452,4.432147,10.275092,780.9378,25.266666,12.621699,546.30566,22.2,,,,
-0.0014622019,-0.0018847641,0.0017873798,-0.001549877,-0.8650264,-9.514135e-05,-0.00013642083,-0.0015863031,0.00040966907,5.38273e-05,15,Cirsium oleraceum,1,73,Grassland,Proximal,ASD FieldSpec 3,"BattSP, Belgium",2016.0,,,,,,,,,0.090705766,23.6374502,,,,,26.40689094,6.881498223,,,19.47993878,,,,,,,,38.37375246,0.164571925,83.54280754,,,0.003379183,0.88059761,,,0.080823619,21.062214,,,,,,,,,,,,,,,,,,,51.050452,4.432147,10.275092,780.9378,25.266666,12.621699,546.30566,22.2,,,,
0.0010846907,0.00027770596,-0.0034610454,-0.0019525362,0.023524463,0.000111179485,-0.0009019767,-0.30101103,-0.0014313885,0.0007929331,16,Dactylis glomerata,1,73,Grassland,Proximal,SVC HR-1024TM,"DeMatSpo, Belgium",2016.0,,,,,,,,,0.013719428,3.320321932,,,,,36.50776719,8.835466285,,,11.47156713,,,,,,,,41.31957048,0.264809219,73.51907812,,,0.007216542,1.746519115,,,0.085123951,20.601364,,,,,,,,,,,,,,,,,,,50.951474,5.430897,10.163222,768.79114,26.782223,13.121497,573.7676,23.498667,215.0,144.0,230.0,139.0
5.6932506e-05,-0.00029902812,-0.000914834,-0.0014993355,-0.49888763,0.0003271895,-0.0011980407,-0.33708218,-0.0006364002,0.00050206966,17,Dipsacus pilosus,1,73,Grassland,Proximal,ASD FieldSpec 3,"BattN, Belgium",2016.0,,,,,,,,,0.061640254,13.94530938,,,,,20.54481648,4.647998706,,,15.21383097,,,,,,,,44.2014247,0.225127251,77.48727488,,,0.006906362,1.56247505,,,0.08916631,20.172723,,,,,,,,,,,,,,,,,,,51.060832,4.429857,10.275092,780.9378,25.266666,12.621699,546.30566,22.2,,,,
0.00054076547,-0.00069550006,-0.0011697258,-0.0008913055,-0.33001775,0.00056342076,-0.0014396269,-0.5067441,-0.001348499,0.00097332144,18,Epilobium hirsutum,1,73,Grassland,Proximal,ASD FieldSpec 3,"DoBeS, Belgium",2016.0,,,,,,,,,0.072309884,18.94669339,,,,,25.34002976,6.639614741,,,10.57074582,,,,,,,,38.16490978,0.265269213,73.47307873,,,0.010864533,2.846733467,,,0.092245121,24.17014,,,,,,,,,,,,,,,,,,,50.810271,4.635587,10.5075,762.36444,24.244444,11.929838,563.0667,22.489779,,,,
7.3450385e-05,0.00049722055,-0.0023688525,-0.0035034437,-0.3650192,-0.0008727698,-0.00044530514,0.050393008,0.0003971809,-1.0932155e-05,19,Epilobium hirsutum,1,73,Grassland,Proximal,SVC HR-1024TM,"PapenIn, Belgium",2016.0,,,,,,,,,0.091525801,19.61870916,,,,,34.04738199,7.298113512,,,10.88992277,,,,,,,,46.65230532,0.299915433,70.00845673,,,0.017227154,3.69266949,,,0.115690304,24.798411,,,,,,,,,,,,,,,,,,,50.957775,5.025824,10.556389,770.61334,24.093334,12.756272,583.68134,23.116001,185.0,137.0,260.0,122.0
0.001898742,-0.00048246514,-0.003973531,0.00021086307,0.3141602,0.0012467091,-0.0007592073,-0.46871492,-0.0031387827,0.0014506592,20,Epilobium tetragonum,1,73,Grassland,Proximal,ASD FieldSpec 3,"DoBeS, Belgium",2016.0,,,,,,,,,0.055860635,18.65403226,,,,,29.78528674,9.946462365,,,10.35193238,,,,,,,,29.94560845,0.224370611,77.56293886,,,0.009243956,3.086915323,,,0.08714314,29.100474,,,,,,,,,,,,,,,,,,,50.810271,4.635587,10.5075,762.36444,24.244444,11.929838,563.0667,22.489779,,,,
-0.0033789375,-0.0045300396,0.0051349024,-0.00027420511,-1.6819744,0.00063563656,0.00076027075,0.12085808,0.0009817632,-0.00019038195,21,Equisetum arvense,1,73,Grassland,Proximal,SVC HR-1024TM,"HaachtBev, Belgium",2016.0,,,,,,,,,0.345583121,28.47644711,,,,,63.27106705,5.213608781,,,29.62961483,,,,,,,,121.3575274,0.290569758,70.94302422,,,0.037284133,3.072255489,,,0.223376308,18.406465,,,,,,,,,,,,,,,,,,,50.978703,4.608445,10.5075,762.36444,24.244444,11.929838,563.0667,22.489779,,,,
-0.002822184,-0.0036587901,0.003064901,-0.0011979602,-1.2570877,0.00035723642,0.0010884448,0.25408152,0.00052456144,-6.8024616e-05,22,Equisetum palustre,1,73,Grassland,Proximal,ASD FieldSpec 3,"BattSP, Belgium",2016.0,,,,,,,,,0.181073296,17.72056452,,,,,47.90419839,4.688098455,,,46.31338702,,,,,,,,102.1825775,0.180752883,81.92471174,,,0.035063251,3.431431452,,,0.244742171,23.951458,,,,,,,,,,,,,,,,,,,51.050452,4.432147,10.275092,780.9378,25.266666,12.621699,546.30566,22.2,,,,
0.0007851489,0.0011618044,-0.003537434,-0.0027293595,-0.008496299,-0.00040257856,-0.0009493941,-0.20040077,-0.0005171264,0.00034502713,23,Eupatorium cannabinum,1,73,Grassland,Proximal,SVC HR-1024TM,"DeMatSpo, Belgium",2016.0,,,,,,,,,0.069431934,17.71726908,,,,,38.23814723,9.757405616,,,12.20587454,,,,,,,,39.18884664,0.243035236,75.69647636,,,0.015775557,4.025522088,,,0.108137476,27.593942,,,,,,,,,,,,,,,,,,,50.951474,5.430897,10.163222,768.79114,26.782223,13.121497,573.7676,23.498667,215.0,144.0,230.0,139.0
-0.0024345252,-0.0034626443,0.0037675626,-0.0006136743,-1.3669934,0.00042501156,0.00018165354,0.002770029,0.0006287981,1.7319573e-05,24,Festuca rubra,1,73,Grassland,Proximal,SVC HR-1024TM,"DeMatCem, Belgium",2016.0,,,,,,,,,0.026577478,5.1888,,,,,27.09807274,5.290437276,,,11.42379067,,,,,,,,51.22085628,0.309568713,69.04312872,,,0.009935002,1.93964,,,0.068468445,13.367298,,,,,,,,,,,,,,,,,,,50.953734,5.436023,10.163222,768.79114,26.782223,13.121497,573.7676,23.498667,215.0,144.0,230.0,139.0
0.0030123866,6.675208e-05,-0.005245147,0.0035014278,0.6588804,0.0035075885,-0.001185511,-0.84258837,-0.005271418,0.0020590888,25,Filipendula ulmaria,1,73,Grassland,Proximal,ASD FieldSpec 3,"BattSP, Belgium",2016.0,,,,,,,,,0.019997434,10.98283433,,,,,18.70853914,10.27495768,,,5.814839638,,,,,,,,18.20789898,0.238459696,76.1540304,,,0.013819759,7.58998004,,,0.04669939,25.647874,,,,,,,,,,,,,,,,,,,51.050452,4.432147,10.275092,780.9378,25.266666,12.621699,546.30566,22.2,,,,
0.0019820125,0.00024005258,-0.002329165,0.0036835358,1.2026157,0.0017632025,0.00064698677,-0.12996995,-0.0026768253,0.0005164203,26,Filipendula ulmaria,1,73,Grassland,Proximal,ASD FieldSpec 4,"DoBeS, Belgium",2016.0,,,,,,,,,0.040435249,8.804204409,,,,,27.87120037,6.06856025,,,8.695349306,,,,,,,,45.92720386,0.345627355,65.43726446,,,0.018198558,3.962478958,,,0.097272637,21.179743,,,,,,,,,,,,,,,,,,,50.810271,4.635587,10.5075,762.36444,24.244444,11.929838,563.0667,22.489779,,,,
0.003219999,0.00015919982,-0.005272321,0.0040961774,0.6513065,0.0038751075,-0.0014348604,-0.9396978,-0.0056077456,0.0021715898,27,Glechoma hederacea,1,73,Grassland,Proximal,ASD FieldSpec 5,"BattN, Belgium",2016.0,,,,,,,,,0.031153235,12.94732673,,,,,22.82402641,9.485696376,,,10.99659417,,,,,,,,24.06151906,0.179526784,82.04732156,,,0.007203685,2.993861386,,,0.055788326,23.185704,,,,,,,,,,,,,,,,,,,51.060832,4.429857,10.275092,780.9378,25.266666,12.621699,546.30566,22.2,,,,
0.0025057024,0.00016608229,-0.00039098086,0.006292586,1.8141634,0.0023902683,0.0010321692,-0.14534707,-0.0028637855,0.0002742819,28,Glechoma hederacea,1,73,Grassland,Proximal,ASD FieldSpec 6,"BattSP, Belgium",2016.0,,,,,,,,,0.02597282,11.99109312,,,,,23.92323637,11.04484439,,,10.43868029,,,,,,,,21.66009365,0.171841547,82.81584534,,,0.005272961,2.434412955,,,0.049481011,22.84432,,,,,,,,,,,,,,,,,,,51.050452,4.432147,10.275092,780.9378,25.266666,12.621699,546.30566,22.2,,,,
0.0036947387,0.0012307186,-0.0034713722,0.008589328,0.68670833,0.0063629122,-0.0038114113,-1.8722008,-0.006520409,0.0028242012,29,Glechoma hederacea,1,73,Grassland,Proximal,SVC HR-1024TM,"DeMatCem, Belgium",2016.0,,,,,,,,,0.030815905,11.95794769,,,,,22.080311,8.568146914,,,9.967703459,,,,,,,,25.77022922,0.205426794,79.4573206,,,0.009610481,3.729295775,,,0.051511003,19.98857,,,,,,,,,,,,,,,,,,,50.953734,5.436023,10.163222,768.79114,26.782223,13.121497,573.7676,23.498667,215.0,144.0,230.0,139.0
0.0036532967,0.0011646617,-0.006907196,0.0061791427,1.3332379,0.00602056,-0.0012552069,-1.1920918,-0.0066562463,0.0027193357,30,Hieracium aurantiacum,1,73,Grassland,Proximal,SVC HR-1024TM,"HaachtBev, Belgium",2016.0,,,,,,,,,0.058461105,18.8062249,,,,,23.91327112,7.692607802,,,17.32206252,,,,,,,,31.08603966,0.152153821,84.78461793,,,0.012774677,4.109457831,,,0.04747902,15.273422,,,,,,,,,,,,,,,,,,,50.978703,4.608445,10.5075,762.36444,24.244444,11.929838,563.0667,22.489779,,,,
-0.001953404,-0.002943555,0.002393167,-0.0012060478,-1.052518,0.00023007306,0.00035135332,0.068422295,0.00023013027,0.00015921833,31,Hieracium umbellatum,1,73,Grassland,Proximal,SVC HR-1024TM,"DeMatCem, Belgium",2016.0,,,,,,,,,0.099728124,19.15416667,,,,,42.22470055,8.109838233,,,15.88236417,,,,,,,,52.06602072,0.246887496,75.31125039,,,0.024185286,4.645119048,,,0.119449766,22.941981,,,,,,,,,,,,,,,,,,,50.953734,5.436023,10.163222,768.79114,26.782223,13.121497,573.7676,23.498667,215.0,144.0,230.0,139.0
0.0024315016,-0.0012362348,-0.0016000443,0.0034942287,0.003442511,0.0026429705,-0.0024436607,-1.073451,-0.004236267,0.0022040461,32,Hieracium umbellatum,1,73,Grassland,Proximal,SVC HR-1024TM,"HaachtBev, Belgium",2016.0,,,,,,,,,0.095512046,17.68424951,,,,,28.70283793,5.314388783,,,20.79431837,,,,,,,,54.00966904,0.206180878,79.38191225,,,0.015804635,2.926260315,,,0.104529865,19.353917,,,,,,,,,,,,,,,,,,,50.978703,4.608445,10.5075,762.36444,24.244444,11.929838,563.0667,22.489779,,,,
-0.0010439857,-0.0021451246,0.0042940355,0.00038770167,-1.422545,0.0004322079,-0.0021737968,-0.6042867,0.00073782465,0.0002689995,33,Holcus lanatus,1,73,Grassland,Proximal,ASD FieldSpec 3,"BattSP, Belgium",2016.0,,,,,,,,,0.010143739,4.47026087,,,,,16.20385481,7.140903102,,,8.571388333,,,,,,,,22.69160438,0.209321547,79.06784531,,,0.003581386,1.578286957,,,0.051424567,22.662376,,,,,,,,,,,,,,,,,,,51.050452,4.432147,10.275092,780.9378,25.266666,12.621699,546.30566,22.2,,,,
0.0029956945,0.00016031554,-0.0053071454,0.0034002406,0.88958067,0.0033560675,-0.00059863995,-0.67953515,-0.005035498,0.00182983,34,Holcus lanatus,1,73,Grassland,Proximal,SVC HR-1024TM,"DeMatCem, Belgium",2016.0,,,,,,,,,0.014333884,5.132539683,,,,,19.55188465,7.000951153,,,9.401716442,,,,,,,,27.92746903,0.229017614,77.09823857,,,0.005919792,2.119702381,,,0.069283518,24.808377,,,,,,,,,,,,,,,,,,,50.953734,5.436023,10.163222,768.79114,26.782223,13.121497,573.7676,23.498667,215.0,144.0,230.0,139.0
0.0038652327,0.0018707509,-0.004497255,0.008216382,0.78848565,0.006222199,-0.0034540915,-1.6916949,-0.006613739,0.0026024042,35,Holcus lanatus,1,73,Grassland,Proximal,SVC HR-1024TM,"HaachtBev, Belgium",2016.0,,,,,,,,,0.012135445,4.216833667,,,,,17.60445922,6.117210835,,,9.342698097,,,,,,,,28.77857195,0.235493161,76.4506839,,,0.00438853,1.52492986,,,0.052461011,18.229192,,,,,,,,,,,,,,,,,,,50.978703,4.608445,10.5075,762.36444,24.244444,11.929838,563.0667,22.489779,,,,
0.0024829265,0.0011231871,-0.0015613777,0.0077201007,0.099423915,0.005536688,-0.005067353,-2.1395485,-0.004660419,0.0028443707,36,Holcus lanatus,1,73,Grassland,Proximal,ASD FieldSpec 3,"HaachtHol, Belgium",2016.0,,,,,,,,,0.013458045,4.7024,,,,,19.09442534,6.671817992,,,10.72833457,,,,,,,,28.61952374,0.210588076,78.94119245,,,0.004027397,1.40722,,,0.065789185,22.987519,,,,,,,,,,,,,,,,,,,50.98496,4.589217,10.289963,787.4311,23.12,11.44659,551.49225,22.370667,231.0,264.0,404.0,177.0
0.004012759,0.0036541324,-0.0062564802,0.010204675,1.2648201,0.00823362,-0.003589918,-1.9641198,-0.0069765355,0.0027586208,37,Holcus mollis,1,73,Grassland,Proximal,SVC HR-1024TM,"HaachtBev, Belgium",2016.0,,,,,,,,,0.015446147,5.0750499,,,,,17.83742086,5.860736812,,,7.044038651,,,,,,,,30.43545792,0.301712051,69.8287949,,,0.00480534,1.578862275,,,0.076679497,25.194133,,,,,,,,,,,,,,,,,,,50.978703,4.608445,10.5075,762.36444,24.244444,11.929838,563.0667,22.489779,,,,
-0.0015113006,-0.0029065665,0.004968518,0.00050702225,-1.5390737,0.0005287199,-0.001726693,-0.5197491,0.00078308705,0.00022088987,38,Hypericum perforatum,1,73,Grassland,Proximal,SVC HR-1024TM,"HeverleeKapel, Belgium",2016.0,,,,,,,,,0.038487761,9.71686747,,,,,23.32002101,5.887522373,,,10.27004831,,,,,,,,39.609227,0.278331162,72.16688378,,,0.006999221,1.767068273,,,0.083543801,21.092005,,,,,,,,,,,,,,,,,,,50.861312,4.665949,10.5075,762.36444,24.244444,11.929838,563.0667,22.489779,,,,
-1.8847233e-05,0.0003117961,0.00090949284,-0.00028625363,0.6141739,-0.0020426952,0.00089951884,0.54261875,0.0015837539,-0.0007971064,39,Impatiens glandulifera,1,73,Grassland,Proximal,ASD FieldSpec 3,"BattN, Belgium",2016.0,,,,,,,,,0.103948973,20.85931864,,,,,32.53311774,6.528382599,,,16.94286654,,,,,,,,49.83335037,0.227277626,77.27223742,,,0.012409902,2.490280561,,,0.143695208,28.835149,,,,,,,,,,,,,,,,,,,51.060832,4.429857,10.275092,780.9378,25.266666,12.621699,546.30566,22.2,,,,
-0.00023652776,0.0012486577,-0.0002637077,-0.0022624503,0.281789,-0.0023521434,0.00030339253,0.4634737,0.0020645808,-0.00095049397,40,Impatiens glandulifera,1,73,Grassland,Proximal,ASD FieldSpec 4,"BattSD, Belgium",2016.0,,,,,,,,,0.088800245,18.48772277,,,,,32.12775315,6.688821565,,,16.78391274,,,,,,,,48.03200809,0.222503152,77.74968479,,,0.012150671,2.52970297,,,0.154691102,32.205837,,,,,,,,,,,,,,,,,,,51.050452,4.432147,10.275092,780.9378,25.266666,12.621699,546.30566,22.2,,,,
-0.0005556103,-0.0006523635,-0.00083336467,-0.0029744536,-0.5570759,-0.0007010629,-8.019153e-05,0.10271979,0.00044083723,2.7134665e-06,41,Impatiens glandulifera,1,73,Grassland,Proximal,ASD FieldSpec 5,"DoBeI, Belgium",2016.0,,,,,,,,,0.080374327,21.77323944,,,,,39.49312606,10.69860646,,,14.86925138,,,,,,,,36.91427123,0.198884277,80.11157231,,,0.011323768,3.067585513,,,0.133302753,36.111441,,,,,,,,,,,,,,,,,,,50.82296,4.642087,10.5075,762.36444,24.244444,11.929838,563.0667,22.489779,,,,
