principal component 1,principal component 2,principal component 3,Species,dataset,LandCover,Tool,Sensor,Site,Al_area_mg_cm2,Al_mass_mg_g,Anth_area_ug_cm2,Anth_mass_mg_g,Boron_area_mg_cm2,Boron_mass_mg_g,C_area_mg_cm2,C_mass_mg_g,Ca_area_mg_cm2,Ca_mass_mg_g,Car_area_ug_cm2,Car_mass_mg_g,Cellulose_mg_cm2,Cellulose_mg_g,Chl_area_ug_cm2,Chl_mass_mg_g,Cu_area_mg_cm2,Cu_mass_mg_g,EWT_mg_cm2,Fiber_mg_cm2,Fiber_mg_g,Flavonoids_area_mg_cm2,Flavonoids_mass_mg_g,Iron_area_mg_cm2,Iron_mass_mg_g,LAI_m2_m2,LMA_g_m2,LDMC_g_g,LWC%,Lignin_mg_cm2,Lignin_mg_g,Mg_area_mg_cm2,Mg_mass_mg_g,Mn_area_mg_cm2,Mn_mass_mg_g,N_area_mg_cm2,N_mass_mg_g,NSC_mg_cm2,NSC_mg_g,Phenolics_area_mg_cm2,Phenolics_mass_mg_g,P_area_mg_cm2,P_mass_mg_g,Potassium_area_mg_cm2,Potassium_mass_mg_g,Protein_g_m2,RWC%,Starch_area_mg_cm2,Starch_mass_mg_g,Sugar_area_mg_cm2,Sugar_mass_mg_g,S_area_mg_cm2,S_mass_mg_g,Zn_mass_mg_g
1.7736533,27.383726,18.172646,Anthyllis vulneraria,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,31.83185923,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.488566434,42.27442733,0.117235845,88.2764155,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
14.819809,28.265774,7.7626114,Succisa pratensis,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,20.70387757,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.90948074,45.09460153,0.17885217,82.114783,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-2.156862,-10.188232,-0.970607,Campanula rotundifolia,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.489717369,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.99886507,-99.0,-99.0,-99.0,37.33423266,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.453115385,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
23.82387,8.3033285,-7.42852,Trifolium pratense,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.701401131,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,11.12897788,-99.0,-99.0,-99.0,47.7612761,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.985017663,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
11.154423,-0.55976254,11.72669,Pulicaria dysenterica,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,0.738756334,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.754992917,-99.0,-99.0,-99.0,20.7331702,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.227097136,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
5.0692635,7.1465836,-0.21243085,Festuca ovina,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.319161035,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,12.34811135,-99.0,-99.0,-99.0,54.82156714,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.451407115,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
11.932376,7.629598,8.331043,Bromus hordeaceus,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,0.872594698,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.273049918,-99.0,-99.0,-99.0,30.67537837,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.39315035,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
45.521126,26.765915,14.705524,Holcus lanatus,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,0.703225941,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.65310626,-99.0,-99.0,-99.0,20.97079168,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.94680583,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
12.485599,12.259633,10.410433,Pulicaria dysenterica,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,0.927007866,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.270316266,-99.0,-99.0,-99.0,26.68945991,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.707099322,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
11.743895,24.975883,0.09822853,Deschampsia cespitosa,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,0.876054373,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.585367125,-99.0,-99.0,-99.0,30.01770036,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.156902751,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
7.657759,0.2184296,8.706395,Lapsana communis,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.199830766,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.315754695,-99.0,-99.0,-99.0,21.09198844,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.027675991,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-1.0694231,33.2604,17.85665,Cirsium acaule,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.35602668,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,11.28362402,-99.0,-99.0,-99.0,48.94064337,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.107275997,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
37.91311,17.40338,-6.442928,Brachypodium sylvaticum,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.349357937,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.461393818,-99.0,-99.0,-99.0,30.36102941,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.207567145,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-2.5128183,-16.445227,-3.2683225,Alopecurus geniculatus,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.266805514,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.285813382,-99.0,-99.0,-99.0,26.8247971,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.780335897,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
41.794792,23.818268,13.653025,Centaurium erythraea,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.665917717,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.95456901,-99.0,-99.0,-99.0,41.51169047,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.117604895,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-2.7453656,4.3512535,-1.8377024,Phalaris arundinaceae,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.007831521,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.044093862,-99.0,-99.0,-99.0,32.74231349,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.801802415,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
3.3528202,6.8072953,1.2925963,Medicago lupulina,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.296727444,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.21859071,-99.0,-99.0,-99.0,34.82276059,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.398340326,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
3.7473493,-0.8015381,3.6276186,Origanum vulgare,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.187809872,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.534161183,-99.0,-99.0,-99.0,29.13272417,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.497446154,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-9.285961,9.105654,9.00252,Luzula multiflora,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.221363758,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.892831091,-99.0,-99.0,-99.0,32.01561005,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.324477911,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
19.765364,-1.7436349,-4.5728626,Filipendula ulmaria,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.320624373,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.006832944,-99.0,-99.0,-99.0,31.63512242,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.555300231,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
3.6525607,31.976524,19.644617,Anthyllis vulneraria,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.310896498,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.34753348,-99.0,-99.0,-99.0,36.56726681,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.702944056,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
9.367888,27.109694,8.501935,Succisa pratensis,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.14473778,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,11.32583485,-99.0,-99.0,-99.0,36.701917,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
18.482344,4.1598988,-13.2769165,Trifolium pratense,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.655404358,0.545603813,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.93189383,3.603036885,-99.0,-99.0,45.65281147,15.04668507,-99.0,-99.0,11.51131644,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.246304266,30.34077691,0.208593708,79.1406292,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
5.2764916,-7.159059,7.2106104,Pulicaria dysenterica,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,0.766078905,0.175969073,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.663337928,1.530575235,-99.0,-99.0,19.45821945,4.469572027,-99.0,-99.0,21.7409015,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.156086687,43.53486047,0.166836108,83.3163892,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
4.164554,8.255004,0.76937467,Festuca ovina,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.356223236,0.115419274,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,12.41691704,1.056722456,-99.0,-99.0,55.79937548,4.748719261,-99.0,-99.0,25.71326862,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.794313043,117.504052,0.313647969,68.6352031,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
12.443056,-4.7561264,-1.1718526,Bromus hordeaceus,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,0.951315727,0.190908007,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.337906175,1.673233195,-99.0,-99.0,23.68422196,4.752899055,-99.0,-99.0,19.54928899,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.356458042,49.83110663,0.203123654,79.6876346,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
30.649408,18.71174,10.636081,Holcus lanatus,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,0.694812437,0.197800913,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.596521474,1.877913949,-99.0,-99.0,20.94248339,5.961957651,-99.0,-99.0,16.59564525,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.279676971,35.126857,0.174688079,82.5311921,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
17.531345,2.518402,9.996088,Pulicaria dysenterica,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,0.990576611,0.220610256,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.514014872,1.896147128,-99.0,-99.0,27.04939133,6.024140955,-99.0,-99.0,21.79484306,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.075899801,44.90165739,0.170826108,82.9173892,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
5.35508,16.087713,0.15616316,Deschampsia cespitosa,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,0.829900969,0.097379985,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.275646038,0.971058377,-99.0,-99.0,28.46779065,3.340390161,-99.0,-99.0,23.99579914,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.504173565,85.22295086,0.262078553,73.7921447,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-11.50387,17.589067,15.751504,Cirsium acaule,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.319330632,0.146890972,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.99455742,1.22410652,-99.0,-99.0,46.31624384,5.156734728,-99.0,-99.0,44.42545392,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.115199442,89.81699908,0.168174098,83.1825902,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
24.144327,-2.0569937,-3.2807074,Brachypodium sylvaticum,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.145167555,0.230838587,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.894903483,1.591425077,-99.0,-99.0,24.8994872,5.019145377,-99.0,-99.0,8.928321147,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.89710303,49.60901771,0.357176337,64.2823663,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
30.070105,23.995422,12.826772,Centaurium erythraea,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.344085113,0.268915752,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.34757726,2.070275526,-99.0,-99.0,36.53321838,7.309327201,-99.0,-99.0,18.13296278,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.089870629,49.98164314,0.216079584,78.3920416,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
6.1359334,9.32009,-2.907836,Phalaris arundinaceae,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,0.992465295,0.284634933,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.569155477,2.457598271,-99.0,-99.0,29.8638923,8.564840522,-99.0,-99.0,8.587702101,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.541381396,34.86800743,0.288773856,71.1226144,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-13.444281,-10.85225,-6.324816,Medicago lupulina,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.30364549,0.589242488,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.1929881,4.607189393,-99.0,-99.0,31.2983339,14.14672033,-99.0,-99.0,11.7136655,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.991997669,22.12409179,0.158868111,84.1131889,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1.6341993,5.460635,2.8118727,Origanum vulgare,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.229227025,0.257443055,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.253452243,1.72856105,-99.0,-99.0,22.97396829,4.811551044,-99.0,-99.0,13.26057136,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.702783654,47.74753106,0.264744508,73.5255492,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-3.1102622,10.700907,6.803962,Luzula multiflora,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.107094641,0.252100348,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.940581934,2.035890818,-99.0,-99.0,25.50723718,5.808341152,-99.0,-99.0,14.2267702,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.538644896,43.91483991,0.235869805,76.4130195,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
41.0748,8.134817,-4.759713,Filipendula ulmaria,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.138123197,0.311589848,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.132098666,2.226366526,-99.0,-99.0,25.77288613,7.055975747,-99.0,-99.0,10.65168132,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.381070334,36.52632471,0.255351814,74.4648186,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
-12.021836,23.351631,15.334417,Anthyllis vulneraria,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.199475023,0.236460518,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.1068448,1.99242978,-99.0,-99.0,35.73516656,7.044711918,-99.0,-99.0,29.89970827,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.558104895,50.72622839,0.145046746,85.4953254,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
18.653036,31.848064,13.362163,Succisa pratensis,3,Grassland,Proximal,ASD FieldSpec 3,Karlsruhe,-99.0,-99.0,1.085370795,0.184786657,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,11.17961133,1.9033523,-99.0,-99.0,33.47166898,5.698621919,-99.0,-99.0,23.71667148,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.227374936,58.73642692,0.198498828,80.1501172,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
